Customer Review,Sentiment
pesan 9 item brg yg di kirim hanya 6 item brg brg kosong tdk di infokan,Negative
beli 2 tp gak dikirim,Negative
"gantungannya sangat tipis dan rentan patah,1 hari pakai sudah rusak",Negative
Barang yang sampai berbededa dengan do foto,Negative
Diphoto ada penjepit buka tutup ..pas dikirim nggak ada,Negative
lem nya gak ada di dalam paket saya..,Negative
saya tidak menerima barang,Negative
"Agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan di lapis hanya 2-3 lapis aja. sedangkan bubble aja 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?",Negative
disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti,Negative
udah tambah buble wrap 5 tetap aja tipis packingan nya..,Negative
dipaksa beli. setelah checkout hati2 saja sama toko ini.,Negative
"barang ini tidak dikirimkan, next mohon lbh diperhatikan",Negative
lem nya kurang merekat,Negative
"percuma tambah packing klo kardus susu tetap penyok.. cara kemas tuh jangan ngepres sama kardusnya, biar ketika kardus ketekan, kemasan susunya tidak rusak langsung...",Negative
order pake kardus ternyata dikirim pake plastik doang,Negative
Cepat tiba n kemasan bagus. barangnya juga bagus,Positive
Product kwalitas bagus..berfungsi dengan baik.,Positive
cepet sampai barang sesuai pesanan oke,Positive
Produk berfungsi dengan baik.,Positive
Packaging aman dan bagus. Barang sesuai deskripsi.,Positive
"mantab, barangnya kokoh kualitas Ok,mau pesen satu lagi",Positive
waahh keren n' mantap barangnya..pengiriman cepet banget cuma 1 hari udah nyampe..thanks gan,Positive
"Barang sesuai dgn pesanan, seller responsif, pengiriman cepat. Terimakasih seller dan tokopedia, smg sukses selalu.",Positive
paket tlh diterima dgn keadaan baik. kemasan rapi dan rajin. Terima Kasih semoga sukses.,Positive
Efektif membunuh hama. Barang sesuai deskripsi. Packaging aman dan bagus.,Positive
"mantap, barang oke",Positive
"pengiriman cepat, barangnya lengkap sesuai pesanan",Positive
Proses cepat produk berfungsi dgn baik,Positive
barang bisa digunakan dengan sesuai fungsi nya terimakasih,Positive
"Alhamdulillah paketan datang dgn cepat dan penjualannya ramah , semoga tambah sukses",Positive
"Cas aki berfungsi baik. aki yg masih bagus pasti bisa dicas. lumayan drpd titip cas pinggir jalan mending py sendiri. Semoga awet, sukses terus buat seller.",Positive
barang bagus cepat sampai aman,Positive
Efektif menyaring kotoran. manteb lah. jadi. jernih banget ini air,Positive
Produk Original. Efektif menyaring kotoran. Produk berfungsi dengan baik. Barang Sesuai Deskripsi.,Positive
Sangat mudah pemasangannya,Positive
barang sesuai dan datang dengan selamat,Positive
Barang Sesuai Deskripsi. Produk Original. Packaging Bagus.,Positive
Barang Sesuai Deskripsi. Produk Original. Warna awet. Packaging Bagus.,Positive
"mantap, sesuai, cepat sampai, kualitas cakep juga",Positive
"Adminnya ramah bgt asli, nanya apa aja dijawabnya gercep bgt",Positive
"cat nya mantap, pengirimannya cepet. ??????",Positive
"alhamdulillah pesanan cat sudah sampai, diproses dengan cepat, ditanggapi dengan baik.",Positive
"Barang sesuai pesanan, kualitas tidak diragukan walaupun harus berulang kali ngecatnya, harga bersaing, semoga awet",Positive
"kwalitas bagus,harga terjangkau",Positive
"Harga affordable, respon seller cepat langsung kirim. Warna sesuai dan cat ga ngapur. Mantab",Positive
bagus cat nya mantab dah,Positive
harga murah qualitas ok respon cepat pengiriman cepat,Positive
"respon seller sangat baik, catnya tidak berbau, warnanya sesuai order cheese cruse. pakingnya sangat baik. semoga pas diaplikasikan tidak mengecewakan hasilnya. gosend nya juga tepat waktu. Terima kasih ????",Positive
Produk Original. Barang Sesuai Deskripsi. Bahan tebal. ponakan saya suka,Positive
"mantapp murah thanks kak, thanks abang kurir langsung di Pasang??",Positive
"pengiriman cepat, barangnya oke ?? Sesuai Deskripsi. terimakasih.",Positive
"Bahan tebal. Barang Sesuai Deskripsi, pengiriman cepat",Positive
sudah dipasang & bagus deh....,Positive
Produk Original. Barang Sesuai Deskripsi. Bahan tebal. keren..,Positive
pengiriman cepat Barang Sesuai Deskripsi. terimakasih.,Positive
lamaa pengiriman,Negative
Pelatuk kurang bagus. Sudah tidak mau nyala sekarang,Negative
baru dipasang sdh tdk berfungsi,Negative
besi pengganjal ga ada...jd ga bisa mengunci...,Negative
"plastik, yah ada harga ada kualitas",Negative
kualitas barangnya mengecewakan,Negative
"gak sesuai expektasi dengan bahan toolsnya... dari gambar terlihat kuat, tapi pas sampai seperti besi gak kokoh... karena dapat harga murah, jadi gak terlalu kecewa... klo dengan harga asli 100 rb keatas... pasti saya kecewa belinya... mending pasang harga yang wajar ya...",Negative
"baru di colok listrik nya kok lampu batre nya udh full semua y, belum juga di cas ke aki.. tidak berfungsi y alat nya",Negative
ga berfungsi kecewa bgt,Negative
tidak berfungsi untuk aki normal padahal baru beli langsung di cas LED indikator nya ngga jalan,Negative
#NAME?,Negative
Awal awal aliran air lancar lama lama kecil sekali,Negative
"mungkin karena filternya terlalu canggih, jadi air yang keluar jadi kecil banget.",Negative
ternyata lem pipa. tidak begitu rekat ngelem sepatu. sangat kecewa,Negative
lem gak kuat,Negative
"Mengecewakan,produk encer jadi harus mengecat berkali2 hingga 4x,memang harga menentukan kwalitas..!!",Negative
"Kualitas buruk sekali, isi juga tidak penuh. Sudah lapis 4x juga tetap saja tidak merata hasilnya, kami jadi rugi bayar ongkos tukang. Lebih baik beli cat merk lain saja deh, harga memang tidak pernah bohong...",Negative
"Sy pesan yg gold tengah,tp yg datang putih,barang gak sesuai,kecewa",Negative
kecewa parah,Negative
"kecewa sekali ada 10 lembar warnanya beda memang sekilas bentuk dan motif sama tpi saat mau dipasang beda sekali, rate barang 8/10 rate penjual 4/10",Negative
pertama kalinya beli barang online kecewa banget barang yang dibeli 20 pcs yang dateng cuma 8 pcs sudah itu ongkirnya lumayan mahal padahal beratnya tidak sesuai,Negative
"Sangat kecewa, barang rusak.., reseler jualan tdk amanah... Klo jualan amanah ya kak biar berkah..",Negative
sangat tipis.kecewa sekali.,Negative
barang dah lama.. benyek benyek.. ada kerusakan ga diganti... pengemasan buruk... harap menjadi pelajaran...,Negative
"barang di trima dlm keadaan lecek sperti itu, pesen 10, 6 lembar dlm keadaan melitut, di bungkus bareng dgn list pesenan sya.....KECEWA BANGED, NOT REKOMEND SELLER",Negative
"No Recomend, order yg mana di kirim mana....mengecewakan",Negative
pesanan diproses sangat cepat. tapi sayang filternya gak bisa saring kotoran kecil. padahal semburan air nya mantep. tapi tujuan aku beli ini buat saring kotoran :(,Negative
"Nggak sesuai yg diiklanin, airnya loyo...",Negative
"Packingnya parah cuma di masukin ke dalam kantong plastik hitam, tidak ada kardus dan tidak di lakban cuma di ikat biasa aja, biarpun pengiriman cepat tapi packing sangat mengecewakan. Barang belum di test, semoga bisa berfungsi dengan baik",Negative
Memang filter showerhead ini tidak disebutkan mereknya. Jd tidak bs dikatakan palsu. Tp saya agak kecewa. Silahkan dicoba sendiri aja. Mungkin saya salah. ??,Negative
"Kecewa bgt, sudah packing nya kurang aman, expedisi juga asal-asalan. Produknya cacat, ada bekas baut nya udah dibuka padahal brg baru. Trus di body nya ada bekas lecet dan tombol power nya patah pula lagi????????",Negative
"padahal masih segel Orion,,tp kunci yg seperti difoto tidak ada dalam kemasan!,coba komplain harus sertakan video unboxing sama kurir,,,ya gak kepikiran sampai situ.setahu saya klo produk baru masih segel ya harus jaminan komplit,,!terpaksa harus beli kuncinya sendiri,,,, KECEWA!!!!!!",Negative
"barang dikirim tidak lengkap, sayangnya waktu unboxing tidak divideokan krn beranggapan belanja di seller besar tidak akan mengecewakan, waktu dichat ke seller diinfo akan difollow up oleh timnya, tp ternyata tidak ada tindak lanjutnya, seller besar tidak jaminan memuaskan",Negative
Mengecewakan.. 1 battery tidak berfungsi.,Negative
"Barang lusuh seperti barang bekas, terdapat cacat pada bodi, serta segel original tidak ada, padahal beli pada agen online resminya. Kecewa juga",Negative
"kecewa kali, bknnya di test dlu sblom kirim, tdk ada satupun yg bs hidup.. brg sangat ringan, yg punya sy bli di Ace brgnya berat dan bs hidup..",Negative
Kecewa sekal,Negative
"Seller menggapangkan dan menyepelekan pembeli. Pengiriman lama, pelayanan tidak memuaskan. Seller bilang �wajar lah lama dikirim, kan barang diskon� Sudah lama dikirim, pas di pick up gagal pick up, tidak di follow up lg sama seller. Sampai saya complain baru di kerjain untuk kirim. Kualitas barang, standar. Intinya saya bisa beli dimana saja barang sejenis. Tp sangat menyesal berhubungan dengan seller seperti ini.",Negative
"saya beli Nano Spray di Mic_acc88, barang tidak bagus, saya kembalikan ke toko Mic_acc88, saya minta tukar, oleh toko Mic_acc88 ditukar dengan barang yang sama, ternyata barangnya sama jeleknya, saya minta tukar lagi, saya minta Merk MIXIO WH-08, karena saya lihat gambar di toko MIC_acc88 ada, barangnya lebih murah, saya sudah sampaikan apabila MIXIO WH-08 bagus, saya mau beli lagi dengan menambah uang, ternyata barang yang dikirim kesaya bukan MIXIO WH-08, saya tidak tau barang itu type apa, saya kecewa, sisa uang juga tidak dikembalikan, toko MIX_acc88 tidak menjawab chating saya, kalau menjawab hanya sepatah sepatah kata, tidak memberikan penjelasan dengan baik, bagainana nasib sisa pembelian saya, padahal sudah saya sampaikan, apabila mengirim MIXIO WH-08, sesuai permintaan saya, maka saya akan beli lagi",Negative
kecewa tdk spt yg diharapkan basah semua keluar airnya meskipun udah diputer mulai dr yg plg kecil maupun yg besarrr,Negative
saya tidak terima barangnya sama sekali. padahal gojek instan. entah salah gojek apa toko. yang jelas saya udah komplain tapi by sistem diubah akhirnya dana diteruskan ke penjual. ANEH!! setelah dibantu tokopedia care akhirnya ketahuan salah kirim ke rumah orang lain. dan masih dalam proses pengecekan.,Negative
Barangnya gk berfungsi semestinya,Negative
"Alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas.",Negative
"Barli rutin tiap minguu 20pcs yg kiriman terakhir semua pada rusak, kendor pada bagian baut2 nya, cuma ada beberapa yg bisa digunakan ( bahaya bocor gas dari bawah bis menyambar karena pada bocor) di tanyakan pada penjual tapi sayangnya ga mau tau cuma jawab GA ADA GARANSI! costumer lagi yg dirugikan Krn penjual yg ga mau tanggung jawab dari barang yg dijualnya, cuma pengen CUAN tapi ga mau tau keluhan costumer nya. padahal sudah saya percaya tiap pengambilan pasti ke toko ini tapi sayang nya ga ada pelayanan yg bisa memuaskan costumer nya",Negative
"barang jelek, patah 1 , diisi gas bocor",Negative
"barang jelek mudah hancur..dipakai ngebor langsung rontok mata bor nya..kaya nya cuma dri besi biasa l,, sesuai harga",Negative
"Dikirim bor nya kurang satu. Terus bukannya tinggal ngirim yang kurang, Saya harus ngirim balik 1 kotak. Buang2 ongkir. Sengaja dibikin repot.",Negative
pesan 3 yg datang 1 parah,Negative
ga sesuai expetasi.....barang2 nya ga kuat.ukuran kcl kaya mainan.,Negative
"low quality, harga nggak berbohong.",Negative
packing nya jelek. casing nya penyok�...kualitas jg kurang...bbrp tidak pas ditempat nya,Negative
"kualitas ala kadar nya. obeng buat buka mur,ujung matanya kalah. meletot. padahalur nya ngga terlalu kenceng. bahannya kurang bagus",Negative
kualitas barang tidak bagus,Negative
BARANG RUSAK DIKIRIM!!!!!!,Negative
Susah bgt pasangnya!!! Gak kuat menahan airnya!!!,Negative
"ga bagus,ga ada kuat2nya lem apaan",Negative
chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw??,Negative
"sangat terlalu mahal, kualitas lem sama seperti aibon .",Negative
"Nga lengket sama sepatu, lem nya kayak nya lem ubu di repack",Negative
penipu.. tidak jujur.. keciwa.. semoga tidak ada berkahnya..,Negative
SUDAH 4 X BELANJA TP YG INI SANNGAT KECEWA SEKALI,Negative
"PENIPU. AWAS DITIPU. Reply : Sy udah kirim bukti tambahan lwt wa, krn di tokped spacenya ga cukup, tp dia blng sy ga kirim bukti.",Negative
"Minta warna PUTIH, yg dikirim Bening. Ngasal bae, mata lo sowek!",Negative
BARANG GAK BISA DIPAKAI ?????????????????????????????????? PARAH INI MAH,Negative
1 BATERE DATANG RUSAK KATANYA MAU DI TELP DARI MARKETING SETELAH TUNGGU 2 MINGGU TIDAK ADA KELANJUTAN,Negative
"yg dikirim rusak, ajukan komplain tp gak jelas",Negative
barang rusak kok dikirim,Negative
"Udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. Masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan",Negative
"penipu ini penjual, nano apanya, basah, becek, sudah mahal, *********",Negative
"produk yang dikirim,tombol putih buat setting besar kecil nya semprotan tidak berfungsi,. bagaimana?katanya garansi 30hari",Negative
bahan tidak kulit. tidak sesuai iklan.,Negative
"sepatu yg di kirim tidak sesuai sama yg saya order, warna,jenis dan ukuran berbeda,komplain ribet,padahal order titipan",Negative
sepatu nya BUKAN KULIT...... !,Negative
Buruk sepatu bukan kulit Kelebihan ongkir tidak kembali,Negative
"Sepatu Hancurrrr,..........................",Negative
"Barang rekondisi, lain kali jualan yang jujur bos. Jangan barang bekas direkondisi.",Negative
kenapa pesan ukuran XL dikasihnya S !!!,Negative
order yang dual glass dikirim yang mono hddhh g jelas,Negative
palsu ya. g berfungsi. bahan kasar dan sakit kalo dipakai.,Negative
Tidak berfungsi.,Negative
"mantab. berfungsi dengan mantab, proses pengiriman cepat. TOP",Positive
bagus banget gas Torch flame gunnya dan penjualnya juga fast respon dan pengirimannya juga cepat. Produk Original. Packaging Bagus. Produk berfungsi dengan baik.,Positive
Harga termurah kualitas dan layanan teratas!! Recommended product from recommended seller!!,Positive
5 jempol buat reseller dan produk nya ??????????,Positive
"Respond seller cepat, pengiriman segera. Produk berkualitas. Mantap banget.",Positive
"Gan... pesanan sudah saya terima sesuai order.. barang oke, aman, bagus dan mantap..?????? terima kasih Gan.. ??????????????????",Positive
"recommended seller buat pelapak,sesuai pesanan.to markotop",Positive
Solusi mogok dijalan. Produknya recommended dan berkualitas!. Senang banget ada home servicenya!. Senang banget bisa di pasangin di bengkelnya.,Positive
terbaiklah ini alat harga 51rb bisa dipakai berkali2. baru datang langsung tes dan waow mantab kali ini alat kecil cabe rawit.. aki cba cas 1jam aja langsung bisa stater motor tua saya... saya suka alat murah tp fungsinya good dah..,Positive
no comment deh. udh berkali kali beli cat ini. TOP BGT,Positive
"mantavv sesuai pesanan ,joss",Positive
"The best pokoknya, harga boleh murah tapi kualitas tetap nomor satu ????",Positive
"keren banget dengan harga yang murah banget dapet kualitas yg bagus ,pelayanan seller juga responsif",Positive
"luar biasa , proses ya cepet banget ng sampe 1 jam langsung di proses, ng seperti lapak yg satu lagi yg di tanggerang, pengiriman juga cepet banget, recomended banget",Positive
"puas banget rekomen deh toko ini, buat yang mau beli cat pilok di sini pengiriman nya cepat secepat kilat, semoga banyak yang beli di toko ini amin terimakasih banyak ya ??",Positive
"barang sudah di terima, dalam keadaan baik. barang baguuusss.. packing baguuusss, tidak ada yg penyok. pengiriman cepat. bisa langganan nih recommended seller",Positive
mantul bet??????,Positive
packing oke..sdh sering beli disini..sippppp.,Positive
Mantap donk. Produk Original.,Positive
Alat mudah digunakan Barang sesuai deskripsi Packaging aman dan bagus pokoknya rekomend,Positive
"Respon, delivery, packing mantul??barang sesuai, Thx.",Positive
Istimewa. Ane akan langganan trus ama toko Agan. ???? Barang ber kualitas. Packing juga di perhatikan keamanan nya. Barang Tidak ada kerusakan dalam bentuk apapun.,Positive
"Barang Sesuai Deskripsi. Produk Original. Mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap.. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir... bebas ongkir extra",Positive
"Airnya segar dan tekanannya pas. Foto sesuai barang. Worth it banget 60ribu, memang layak jadi no 1 terlaris",Positive
Kesekian kali beli disini mantap,Positive
Suka dengan bardi ini. Membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. Di akses nya sangat mudah walau diluar rumah.. Keren..????????,Positive
"Barangnya bagus sesuai deskripsi, banyak batu filter penuh, mudah dipasang ???? semoga awet. Dan pengiriman cepet banget. Seller Recomended ????",Positive
Mantap,Positive
"pengiriman cepat, packingan double. barang mantab. lgsg di coba n maknyus.. top dah",Positive
mantap Gan???? Produk Original. Barang Sesuai Deskripsi. Produk berfungsi dengan baik.,Positive
repeat order terus,Positive
Bagusssss,Positive
"Serbaguna dan tajam,Barang sesuai deskripsi. Recommended seller tentunya! ????",Positive
"Barang Mendarat,,produk original sesuai dengan deskripsi,kemasan rapi ,seller Ramah,fast respon pengiriman pun cepat pokok nya recomended dah,makasih tokopedia makasih admin??",Positive
Mantab. Terhubung ke siri juga bisa,Positive
"Orderan yg ke 3 kali, selalu puas, unit bor nya mantap, seller ramah gercep, kurir cepat, next order lagi..",Positive
"Barang sesuai deskripsi. Pegangan kokoh dan stabil. Packaging aman dan bagus. orderan ke 4 selalu puas, seller gercep, hari minggu dikirim, kurir cepat, next order lagi..",Positive
Mantapp,Positive
Pegangan kokoh dan stabil. Packaging aman dan bagus luar biasa... Barang sesuai deskripsi.,Positive
"Barang nya sampai dengan selamat ,sudah di coba dan lumayan bagus sesuai harga. next akan beli lagi alat yang lainnya .??Packaging aman dan bagus.",Positive
"Padahal order siang, tapi pesanan baru dikirim di hari esoknya bukan di hari yang sama. gak rekomended tokonya !!!",Negative
"Setelah kemasan dibuka, tercium aroma kecoa yg sgt menyengat. Entah apakah mata bor disimpan di tempat yg bersih atau tidak.",Negative
Beda sekali kwalitas nya dgn penampilan foto.,Negative
"brg dtg ga sesuai pict, ga bs d pake, rusak pengaturan aliran air nya, itung2amal aza, hrg flashsale dan ongkir 15k",Negative
"Produk tidak berfungsi baik, toko gak amanah, malah pembeli disuruh balikkin produk lagi buang ongkir aza 2x !! Toko gak baik!! Jangan beli disini!!",Negative
baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini,Negative
"makin butek, jangan beli guys",Negative
mending jangan di beli habisin duit lagi lengket sama sekali,Negative
"pelayananya buruk, harus ditingkat lg",Negative
ngirim barang kurang teliti,Negative
"Tidak direkomendasikan buat tembok lama,tembok lembab, ganti warna beda dari warna asal, ISI juga kurang dari label, dijamin TIDAK memuaskan! HARGA GAK PERNAH NIPU",Negative
"barang tidak sesuai katanya 4-5 mm ternyata tipis sekali Dan jumlahnya tidak sesuai Dari 56 pcs yg dtg 54 pcs,,kwalitas jelek",Negative
barang kurang 2 pcs yg dtg Dan kualitasnya jelek sekali Dari bahannya potongan yg g rapi Dan ketelabalan yg g sesuai 4-5 mm Di deskripsinya ternyata g sampai setebal itu,Negative
"jelek, panjang dan lebar gak rata, akhirnya bukan terlihat bagus malah terlihat jelek, akhirnya saya copot",Negative
barang yg dtg gak bagus..plastik busa gt dan bagus kualitasnya bs dilihat di gambar saya ya,Negative
bahan sangat tipis dan mudah robek karena lem nya sangat lengket.. sangat sulit di buka karena antara lem dan bahan yg tipis menempel.. akhirnya ga jadi pasang di buang ke tong sampah,Negative
"Berat 1 foam hanya 100 gram, tapi ditulis 600 gram, jika beli 10 foam, maka secara data 6 kg, tapi secara timbang fisik hanya 1kg, ini cara yg curang dari penjual utk dpt uang lebih dari ongkir yg pembeli bayarkan.",Negative
Sy pesan warna merah metalik tp dikirim hitam. Padahal sebelum dikirim sy sdh chat penjual.,Negative
yg black metalic produk jelek. disemprot 2-3x sudah mampet.. tidak bisa digunakan,Negative
"3x pesan, sdh mints tolong dikirimkan dgn nota, dan di iyakan penjual, namun 3x pesan juga Nota tidak di berikan",Negative
barang yang dikirim tidak sesuai yang dipesan.,Negative
gagal produk baut tdk pas n tmpt pengisian jg tdk pas n tdk bs n boros pemakaiqnnya,Negative
barang tidak lengkap,Negative
spray air tdk keluar embun,Negative
saya beli 5..yg 2 ada kabel charger..3 lagi tidak ada..jadi gimana?,Negative
spray tdk sesuai gambar..semprotannya spt mainan pistol anak2 aja,Negative
"Tidak bisa berfungsi walaupun sudah di charge, padahl sudah beli mahal�",Negative
"Br pakai 15mnt sudah rusak, padahal engga jatuh dan ga kebanting.",Negative
beda dengan iklannya,Negative
Barang Tidak sama antara yg di foto dengan yaang dikirim. Tolong yg jujur jika berusaha meskipun nilai uang nya kecil,Negative
"untuk sepatu adidas ultra boost sya tidak bisa lengket, udh dicuci bersih trus sya ampelas bagian yg mau di lem tpi tetep gamau lengket, semoga pembeli yg lain bisa lengket gak seperti di sepatu sya",Negative
Build quality kurang bagus Terdapat retak sehingga air keluar dari sela retakan dan air yang keluar tidak maksimal,Negative
"Gak ada bintang, Tidak sesuai iklan, Di iklan bisa nambah tekanan/pressure.hasilnya Nol Besar.Lebih kenceng eksistingnya.",Negative
"Informasi produk berbeda dengan deskripsi produk yang dijual. Saran untuk yang lain, hati2lah memahami supaya tidak kecewa.",Negative
"pengaturan air (seperti di gambar rainfall, jetting, massage) ga ada, cuma ada rainfall aja + semprotan airnya kurang kuat juga",Negative
ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2,Negative
Tidak seperti yg diperkirakan sebelumnya. Lebih baik pakai aica aibon.,Negative
"mesin kasar, pelayanan kurang",Negative
hati2 barang rusak di kirim,Negative
"Ga dikasih kunci buka gerinda, sudah chat ke CS ya, dibaca, ditanya ada video unboxing (saya ga video in, soalnya sudah beli ke 2x, main percaya aja) setelah itu saya dicuekin. Note: mata gerinda bawaan tipis. ga bisa dipakai sama sekali.",Negative
"barang original, pengiriman sesuai estimasi, sukses terus gan",Positive
"produk murah, sampai dengan selamat, dan wrapnya tebel. biar bintang yg bicara.",Positive
Kiriman sudah sampai sesuai pesanan,Positive
Mantap jiwa bang,Positive
mantab barang susuai pesanan tepat waktu,Positive
"pengiriman cepat, packing rapi dan aman, jumlah sesuai dgn yg diorder. terimakasih seller",Positive
"kualitas bagus, sampainya juga cepat, terima kasih",Positive
"Respon cepat, bungkus rapi, rasa enak...terima kasih",Positive
"Mantaapp, ringan rasanyaa, mantul produk dalam negeri..",Positive
Brg sdh diterima dg baik thanks,Positive
"baguuuus, sesuai dengan pesanan. semoga sukses selalu..",Positive
"mantap, sukses terus tokonya",Positive
pelayanannya oke,Positive
Barang bagus sesuai deskripsi,Positive
Terima kasih barang mantappp,Positive
bagus dan sesuai pesanan,Positive
mantappp,Positive
"kemasan rapih, aman, barang lengkap n harga terjangkau. seller n bang kurir jg ramah. mksh utk tokopedia",Positive
mantap...!!!,Positive
alhamdulillah brng sdah sya trima. recomended,Positive
"Pengiriman cepat,pesanan sesuai, packing aman,baru mau coba mbakoan next cari Bako yg rasa lain,Mtr nuwun",Positive
mantap berkualitas,Positive
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Positive
mantep keren oke barang nya,Positive
hasilnya bagus dan sangat memuaskan terimakasih Tokopedia.??????,Positive
"pengiriman cepatt, barang sesuai pesanan, harga terjangkau... joossss",Positive
mantaaap ??,Positive
mantap...pengiriman sangat cepat ....produk aman ..,Positive
puas..??????,Positive
"Terimakasih,,barangnya DA nyampe",Positive
Mantul dan recomanded,Positive
Packing good ??,Positive
"Makasih ,, barang jadi aman sampai di tujuan,",Positive
"Respons cepat, barang OK semua. Terimakasih seller dan toped.",Positive
packing aman....makasihhhhhh,Positive
Okkkkk pokoknya......,Positive
Barang jadi lebih aman dan pembeli tenang,Positive
DS sukses Terima kasih atas kerjasamanya Sist,Positive
peking aman dan rapi.. puas,Positive
Packing rapih terimakasih,Positive
gak dapet enaknya maaff,Negative
Pelayanan nya Gak seperti biasanya..... ?? PHP,Negative
kondisi karungnya banyak yg bolong sehingga tidak bisa d pakai,Negative
Kualitasnya di luar ekspektasi,Negative
"Order 25 pcs, terkirim hanya 24 pcs.",Negative
"Kualitas karung kurang bagus, pengiriman lama.",Negative
"pesan 50 yg datang 47, karung sbagian banyak yg bolong ga bisa buat beras lagi.",Negative
"karungnya banyak yg bolong2, ga sesuai pesanan",Negative
lubang hangtag tidak rapih,Negative
Pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan. Laminatingnya mengelupas di pinggir2 dan potongannya tidak rapi. Bolongan juga menonjol dan acak2an.,Negative
"Semua kelipet yg pakai mata ayam , print an juga gak rapi , kecewa sih",Negative
Tidak sesuai dengan pesanan (tidak dilaminasi) namun sudah di refund hanya biasa laminasi.,Negative
"Kecewa , produk banyak yg kurang",Negative
Respon penjual buruk barang tidak sesuai pesanan,Negative
Barang nya lama dikirimnya,Negative
Ga rapi bnyk yg item .....,Negative
busanya kotor,Negative
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,Negative
sambungannya tidak rapih..,Negative
pesanan tidak sesuai ukuran.,Negative
kecewa iklannya biru orange kirimnya biru sirver. penjual yg yg asal kirim aja. di tanya enggak ditanggapi lagi.,Negative
kecewa pesan apa cat sepatu yang di kirim malah lem lagi.. hadeeeh.. ya sudah lah yg pasti sih kecewa..,Negative
Jelek jelek jelek jelek jelek jelek jelek tinggal ngopi,Negative
"Kali ini saya kecewa, mungkin karyawan teh Nina agak lalai liat order, sudah jelas ada pesanan bubble wrap dan dus, tapi paket yg saya terima tanpa bubble wrap dan dus.",Negative
"sudah sampai terima kasih y, tp sdkt mengecewakan krn paketqu G di packing dos,cuma bubble sja, pdahal sy sdh atc dos + bubble",Negative
sangat kecewa pesen 2 dkirim 1 huuuuuufffttt,Negative
beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,Negative
sangat kecewaaaa bangett pengiriman barang lamaaaaaa sekaliii tidak sesuai dengan waktu estimasi nya dan melebihi sampe 3 hari lebihhh dari waktu estimasi nya..kecewaaaa,Negative
"packing gak aman, cuma dus tipis doang, gak pake paper tube, alhasil penyok2, ngebekas digambar berkerut2 fotonya, pertama kali nyoba cetak disini dan alhasil SANGAT KECEWA.",Negative
percuma pakai box extended... kardus unitnya tetap aja penyot kecewa lah... kasih bobble warp kek...??????,Negative
"Sangat kecewa, extra box tidak dikirim sama sekali. Saya beli 4 sepatu dan 4 extra box tapi tidak ada extraboxnya. Saya hanya terima 4 sepatu di dalam 1 box besar.",Negative
"saya udah pesen, tp gak ada :( ini emg kesalahan saya pas mesen atau gimana?? udah bayar box tp gak ada box kan sedih...boleh diulas bosku",Negative
pesen double box tapi ga ada wujudnya :(,Negative
"Saya pesan double box ini karena mau beli sepatu untuk kado, maksudnya biar ga rusak box aslinya...Tapi pas sampe barangnya, box nya cuma 1, box aslinya aja d bungkus, alhasil box aslinya penyok2 ????. . Udah complain tapi belum ditanggapi... sayang sekali padahal saya sudah sering belanja d toko ini, cm gara2 hal kecil jd mengecewakan...",Negative
"parahhhhh kecewa bgt bilang bahan yg tebel tpi datang tipis murahan, mana pesanan di kali 4 nilainya hasilnya jelek bgtttt, jgn mau pesen di toko ini parah bgtttttttttttttttttttttttttttttttttt",Negative
Pemesanan kedua tapi hasilnya tidak rapi dan mengecewakan. Laminatingnya mengelupas di pinggir2 dan potongannya tidak rapi. Bolongan juga menonjol dan acak2an.,Negative
"Semua kelipet yg pakai mata ayam , print an juga gak rapi , kecewa sih",Negative
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",Negative
" sangat kecewa sekali, tidak profesional sama sekali. sy beli 2 dikirim cuma 1. Dan tdk ada info apapun dari penjual",Negative
"Minta Black dikirim Transparent Black kecewa banget gasuka warnanya, lain kali e-commercenya teliti dalam menanggapi costumer",Negative
